DISTRICT_NAME	AMPHUR_NAME
*ไทยอุดม   	*คลองหาด   
*ซับมะกรูด   	*คลองหาด   
*ไทรเดี่ยว   	*คลองหาด   
*คลองไก่เถื่อน   	*คลองหาด   
*เบญจขร   	*คลองหาด   
*ไทรทอง   	*คลองหาด   
นครนายก   	เมืองนครนายก   
ท่าช้าง   	เมืองนครนายก   
บ้านใหญ่   	เมืองนครนายก   
วังกระโจม   	เมืองนครนายก   
ท่าทราย   	เมืองนครนายก   
ดอนยอ   	เมืองนครนายก   
ศรีจุฬา   	เมืองนครนายก   
ดงละคร   	เมืองนครนายก   
ศรีนาวา   	เมืองนครนายก   
สาริกา   	เมืองนครนายก   
หินตั้ง   	เมืองนครนายก   
เขาพระ   	เมืองนครนายก   
พรหมณี   	เมืองนครนายก   
เกาะหวาย   	ปากพลี   
เกาะโพธิ์   	ปากพลี   
ปากพลี   	ปากพลี   
โคกกรวด   	ปากพลี   
ท่าเรือ   	ปากพลี   
หนองแสง   	ปากพลี   
นาหินลาด   	ปากพลี   
บ้านนา   	บ้านนา   
บ้านพร้าว   	บ้านนา   
บ้านพริก   	บ้านนา   
อาษา   	บ้านนา   
ทองหลาง   	บ้านนา   
บางอ้อ   	บ้านนา   
พิกุลออก   	บ้านนา   
ป่าขะ   	บ้านนา   
เขาเพิ่ม   	บ้านนา   
ศรีกะอาง   	บ้านนา   
พระอาจารย์   	องครักษ์   
บึงศาล   	องครักษ์   
ศีรษะกระบือ   	องครักษ์   
โพธิ์แทน   	องครักษ์   
บางสมบูรณ์   	องครักษ์   
ทรายมูล   	องครักษ์   
บางปลากด   	องครักษ์   
บางลูกเสือ   	องครักษ์   
องครักษ์   	องครักษ์   
ชุมพล   	องครักษ์   
คลองใหญ่   	องครักษ์   
สระแก้ว   	เมืองสระแก้ว   
บ้านแก้ง   	เมืองสระแก้ว   
ศาลาลำดวน   	เมืองสระแก้ว   
โคกปี่ฆ้อง   	เมืองสระแก้ว   
ท่าแยก   	เมืองสระแก้ว   
ท่าเกษม   	เมืองสระแก้ว   
*เขาฉกรรจ์   	เมืองสระแก้ว   
สระขวัญ   	เมืองสระแก้ว   
*หนองหว้า   	เมืองสระแก้ว   
*พระเพลิง   	เมืองสระแก้ว   
หนองบอน   	เมืองสระแก้ว   
*เขาสามสิบ   	เมืองสระแก้ว   
คลองหาด   	คลองหาด   
ไทยอุดม   	คลองหาด   
ซับมะกรูด   	คลองหาด   
ไทรเดี่ยว   	คลองหาด   
คลองไก่เถื่อน   	คลองหาด   
เบญจขร   	คลองหาด   
ไทรทอง   	คลองหาด   
ตาพระยา   	ตาพระยา   
ทัพเสด็จ   	ตาพระยา   
โคกสูง*   	ตาพระยา   
หนองแวง*   	ตาพระยา   
หนองม่วง*   	ตาพระยา   
ทัพราช   	ตาพระยา   
ทัพไทย   	ตาพระยา   
โนนหมากมุ่น*   	ตาพระยา   
โคคลาน   	ตาพระยา   
วังน้ำเย็น   	วังน้ำเย็น   
วังสมบูรณ์*   	วังน้ำเย็น   
ตาหลังใน   	วังน้ำเย็น   
วังใหม่*   	วังน้ำเย็น   
คลองหินปูน   	วังน้ำเย็น   
ทุ่งมหาเจริญ   	วังน้ำเย็น   
วังทอง*   	วังน้ำเย็น   
วัฒนานคร   	วัฒนานคร   
ท่าเกวียน   	วัฒนานคร   
ผักขะ   	วัฒนานคร   
โนนหมากเค็ง   	วัฒนานคร   
หนองน้ำใส   	วัฒนานคร   
ช่องกุ่ม   	วัฒนานคร   
หนองแวง   	วัฒนานคร   
แซร์ออ   	วัฒนานคร   
หนองหมากฝ้าย   	วัฒนานคร   
หนองตะเคียนบอน   	วัฒนานคร   
ห้วยโจด   	วัฒนานคร   
อรัญประเทศ   	อรัญประเทศ   
เมืองไผ่   	อรัญประเทศ   
หันทราย   	อรัญประเทศ   
คลองน้ำใส   	อรัญประเทศ   
ท่าข้าม   	อรัญประเทศ   
ป่าไร่   	อรัญประเทศ   
ทับพริก   	อรัญประเทศ   
บ้านใหม่หนองไทร   	อรัญประเทศ   
ผ่านศึก   	อรัญประเทศ   
หนองสังข์   	อรัญประเทศ   
คลองทับจันทร์   	อรัญประเทศ   
ฟากห้วย   	อรัญประเทศ   
บ้านด่าน   	อรัญประเทศ   
เขาฉกรรจ์   	เขาฉกรรจ์   
หนองหว้า   	เขาฉกรรจ์   
พระเพลิง   	เขาฉกรรจ์   
เขาสามสิบ   	เขาฉกรรจ์   
โคกสูง   	โคกสูง   
หนองม่วง   	โคกสูง   
หนองแวง   	โคกสูง   
โนนหมากมุ่น   	โคกสูง   
วังสมบูรณ์   	วังสมบูรณ์   
วังใหม่   	วังสมบูรณ์   
วังทอง   	วังสมบูรณ์   
ในเมือง   	เมืองนครราชสีมา   
โพธิ์กลาง   	เมืองนครราชสีมา   
หนองจะบก   	เมืองนครราชสีมา   
โคกสูง   	เมืองนครราชสีมา   
มะเริง   	เมืองนครราชสีมา   
หนองระเวียง   	เมืองนครราชสีมา   
ปรุใหญ่   	เมืองนครราชสีมา   
หมื่นไวย   	เมืองนครราชสีมา   
พลกรัง   	เมืองนครราชสีมา   
หนองไผ่ล้อม   	เมืองนครราชสีมา   
หัวทะเล   	เมืองนครราชสีมา   
บ้านเกาะ   	เมืองนครราชสีมา   
บ้านใหม่   	เมืองนครราชสีมา   
พุดซา   	เมืองนครราชสีมา   
บ้านโพธิ์   	เมืองนครราชสีมา   
จอหอ   	เมืองนครราชสีมา   
โคกกรวด   	เมืองนครราชสีมา   
ไชยมงคล   	เมืองนครราชสีมา   
หนองบัวศาลา   	เมืองนครราชสีมา   
สุรนารี   	เมืองนครราชสีมา   
สีมุม   	เมืองนครราชสีมา   
ตลาด   	เมืองนครราชสีมา   
พะเนา   	เมืองนครราชสีมา   
หนองกระทุ่ม   	เมืองนครราชสีมา   
หนองไข่น้ำ   	เมืองนครราชสีมา   
แชะ   	ครบุรี   
เฉลียง   	ครบุรี   
ครบุรี   	ครบุรี   
โคกกระชาย   	ครบุรี   
จระเข้หิน   	ครบุรี   
มาบตะโกเอน   	ครบุรี   
อรพิมพ์   	ครบุรี   
บ้านใหม่   	ครบุรี   
ลำเพียก   	ครบุรี   
ครบุรีใต้   	ครบุรี   
ตะแบกบาน   	ครบุรี   
สระว่านพระยา   	ครบุรี   
เสิงสาง   	เสิงสาง   
สระตะเคียน   	เสิงสาง   
โนนสมบูรณ์   	เสิงสาง   
กุดโบสถ์   	เสิงสาง   
สุขไพบูลย์   	เสิงสาง   
บ้านราษฎร์   	เสิงสาง   
เมืองคง   	คง   
คูขาด   	คง   
เทพาลัย   	คง   
ตาจั่น   	คง   
บ้านปรางค์   	คง   
หนองมะนาว   	คง   
หนองบัว   	คง   
โนนเต็ง   	คง   
ดอนใหญ่   	คง   
ขามสมบูรณ์   	คง   
บ้านเหลื่อม   	บ้านเหลื่อม   
วังโพธิ์   	บ้านเหลื่อม   
โคกกระเบื้อง   	บ้านเหลื่อม   
ช่อระกา   	บ้านเหลื่อม   
จักราช   	จักราช   
ท่าช้าง   	จักราช   
ทองหลาง   	จักราช   
สีสุก   	จักราช   
หนองขาม   	จักราช   
หนองงูเหลือม   	จักราช   
หนองพลวง   	จักราช   
หนองยาง   	จักราช   
พระพุทธ   	จักราช   
ศรีละกอ   	จักราช   
คลองเมือง   	จักราช   
ช้างทอง   	จักราช   
หินโคน   	จักราช   
กระโทก   	โชคชัย   
พลับพลา   	โชคชัย   
ท่าอ่าง   	โชคชัย   
ทุ่งอรุณ   	โชคชัย   
ท่าลาดขาว   	โชคชัย   
ท่าจะหลุง   	โชคชัย   
ท่าเยี่ยม   	โชคชัย   
โชคชัย   	โชคชัย   
ละลมใหม่พัฒนา   	โชคชัย   
ด่านเกวียน   	โชคชัย   
กุดพิมาน   	ด่านขุนทด   
ด่านขุนทด   	ด่านขุนทด   
ด่านนอก   	ด่านขุนทด   
ด่านใน   	ด่านขุนทด   
ตะเคียน   	ด่านขุนทด   
บ้านเก่า   	ด่านขุนทด   
บ้านแปรง   	ด่านขุนทด   
พันชนะ   	ด่านขุนทด   
สระจรเข้   	ด่านขุนทด   
หนองกราด   	ด่านขุนทด   
หนองบัวตะเกียด   	ด่านขุนทด   
หนองบัวละคร   	ด่านขุนทด   
หินดาด   	ด่านขุนทด   
*สำนักตะคร้อ   	ด่านขุนทด   
ห้วยบง   	ด่านขุนทด   
*หนองแวง   	ด่านขุนทด   
โนนเมืองพัฒนา   	ด่านขุนทด   
หนองไทร   	ด่านขุนทด   
*บึงปรือ   	ด่านขุนทด   
โนนไทย   	โนนไทย   
ด่านจาก   	โนนไทย   
กำปัง   	โนนไทย   
สำโรง   	โนนไทย   
ค้างพลู   	โนนไทย   
บ้านวัง   	โนนไทย   
บัลลังก์   	โนนไทย   
สายออ   	โนนไทย   
ถนนโพธิ์   	โนนไทย   
พังเทียม   	โนนไทย   
สระพระ   	โนนไทย   
ทัพรั้ง   	โนนไทย   
หนองหอย   	โนนไทย   
มะค่า   	โนนไทย   
มาบกราด   	โนนไทย   
โนนสูง   	โนนสูง   
ใหม่   	โนนสูง   
โตนด   	โนนสูง   
บิง   	โนนสูง   
ดอนชมพู   	โนนสูง   
ธารปราสาท   	โนนสูง   
หลุมข้าว   	โนนสูง   
มะค่า   	โนนสูง   
พลสงคราม   	โนนสูง   
จันอัด   	โนนสูง   
ขามเฒ่า   	โนนสูง   
ด่านคล้า   	โนนสูง   
ลำคอหงษ์   	โนนสูง   
เมืองปราสาท   	โนนสูง   
ดอนหวาย   	โนนสูง   
ลำมูล   	โนนสูง   
ขามสะแกแสง   	ขามสะแกแสง   
โนนเมือง   	ขามสะแกแสง   
เมืองนาท   	ขามสะแกแสง   
ชีวึก   	ขามสะแกแสง   
พะงาด   	ขามสะแกแสง   
หนองหัวฟาน   	ขามสะแกแสง   
เมืองเกษตร   	ขามสะแกแสง   
บัวใหญ่   	บัวใหญ่   
ห้วยยาง   	บัวใหญ่   
เสมาใหญ่   	บัวใหญ่   
*บึงพะไล   	บัวใหญ่   
ดอนตะหนิน   	บัวใหญ่   
หนองบัวสะอาด   	บัวใหญ่   
โนนทองหลาง   	บัวใหญ่   
หนองหว้า   	บัวใหญ่   
บัวลาย   	บัวใหญ่   
สีดา   	บัวใหญ่   
โพนทอง   	บัวใหญ่   
*แก้งสนามนาง   	บัวใหญ่   
กุดจอก   	บัวใหญ่   
ด่านช้าง   	บัวใหญ่   
โนนจาน   	บัวใหญ่   
*สีสุก   	บัวใหญ่   
สามเมือง   	บัวใหญ่   
*โนนสำราญ   	บัวใหญ่   
ขุนทอง   	บัวใหญ่   
หนองตาดใหญ่   	บัวใหญ่   
เมืองพะไล   	บัวใหญ่   
โนนประดู่   	บัวใหญ่   
หนองแจ้งใหญ่   	บัวใหญ่   
ประทาย   	ประทาย   
*โนนแดง   	ประทาย   
กระทุ่มราย   	ประทาย   
วังไม้แดง   	ประทาย   
*วังหิน   	ประทาย   
ตลาดไทร   	ประทาย   
หนองพลวง   	ประทาย   
หนองค่าย   	ประทาย   
หันห้วยทราย   	ประทาย   
ดอนมัน   	ประทาย   
*โนนตาเถร   	ประทาย   
*สำพะเนียง   	ประทาย   
นางรำ   	ประทาย   
โนนเพ็ด   	ประทาย   
ทุ่งสว่าง   	ประทาย   
*ดอนยาวใหญ่   	ประทาย   
โคกกลาง   	ประทาย   
เมืองโดน   	ประทาย   
เมืองปัก   	ปักธงชัย   
ตะคุ   	ปักธงชัย   
โคกไทย   	ปักธงชัย   
สำโรง   	ปักธงชัย   
ตะขบ   	ปักธงชัย   
นกออก   	ปักธงชัย   
ดอน   	ปักธงชัย   
*วังน้ำเขียว   	ปักธงชัย   
ตูม   	ปักธงชัย   
งิ้ว   	ปักธงชัย   
สะแกราช   	ปักธงชัย   
ลำนางแก้ว   	ปักธงชัย   
*วังหมี   	ปักธงชัย   
*ระเริง   	ปักธงชัย   
*อุดมทรัพย์   	ปักธงชัย   
ภูหลวง   	ปักธงชัย   
ธงชัยเหนือ   	ปักธงชัย   
สุขเกษม   	ปักธงชัย   
เกษมทรัพย์   	ปักธงชัย   
บ่อปลาทอง   	ปักธงชัย   
ในเมือง   	พิมาย   
สัมฤทธิ์   	พิมาย   
โบสถ์   	พิมาย   
กระเบื้องใหญ่   	พิมาย   
ท่าหลวง   	พิมาย   
รังกาใหญ่   	พิมาย   
ชีวาน   	พิมาย   
นิคมสร้างตนเอง   	พิมาย   
กระชอน   	พิมาย   
ดงใหญ่   	พิมาย   
ธารละหลอด   	พิมาย   
หนองระเวียง   	พิมาย   
ห้วยแถลง   	ห้วยแถลง   
ทับสวาย   	ห้วยแถลง   
เมืองพลับพลา   	ห้วยแถลง   
หลุ่งตะเคียน   	ห้วยแถลง   
หินดาด   	ห้วยแถลง   
งิ้ว   	ห้วยแถลง   
กงรถ   	ห้วยแถลง   
หลุ่งประดู่   	ห้วยแถลง   
ตะโก   	ห้วยแถลง   
ห้วยแคน   	ห้วยแถลง   
ชุมพวง   	ชุมพวง   
ประสุข   	ชุมพวง   
ท่าลาด   	ชุมพวง   
สาหร่าย   	ชุมพวง   
ตลาดไทร   	ชุมพวง   
ช่องแมว   	ชุมพวง   
ขุย   	ชุมพวง   
*กระเบื้องนอก   	ชุมพวง   
*เมืองยาง   	ชุมพวง   
โนนรัง   	ชุมพวง   
บ้านยาง   	ชุมพวง   
*ละหานปลาค้าว   	ชุมพวง   
*โนนอุดม   	ชุมพวง   
หนองหลัก   	ชุมพวง   
ไพล   	ชุมพวง   
โนนตูม   	ชุมพวง   
โนนยอ   	ชุมพวง   
สูงเนิน   	สูงเนิน   
เสมา   	สูงเนิน   
โคราช   	สูงเนิน   
บุ่งขี้เหล็ก   	สูงเนิน   
โนนค่า   	สูงเนิน   
โค้งยาง   	สูงเนิน   
มะเกลือเก่า   	สูงเนิน   
มะเกลือใหม่   	สูงเนิน   
นากลาง   	สูงเนิน   
หนองตะไก้   	สูงเนิน   
กุดจิก   	สูงเนิน   
ขามทะเลสอ   	ขามทะเลสอ   
โป่งแดง   	ขามทะเลสอ   
พันดุง   	ขามทะเลสอ   
หนองสรวง   	ขามทะเลสอ   
บึงอ้อ   	ขามทะเลสอ   
สีคิ้ว   	สีคิ้ว   
บ้านหัน   	สีคิ้ว   
กฤษณา   	สีคิ้ว   
ลาดบัวขาว   	สีคิ้ว   
หนองหญ้าขาว   	สีคิ้ว   
กุดน้อย   	สีคิ้ว   
หนองน้ำใส   	สีคิ้ว   
วังโรงใหญ่   	สีคิ้ว   
มิตรภาพ   	สีคิ้ว   
คลองไผ่   	สีคิ้ว   
ดอนเมือง   	สีคิ้ว   
หนองบัวน้อย   	สีคิ้ว   
ปากช่อง   	ปากช่อง   
กลางดง   	ปากช่อง   
จันทึก   	ปากช่อง   
วังกะทะ   	ปากช่อง   
หมูสี   	ปากช่อง   
หนองสาหร่าย   	ปากช่อง   
ขนงพระ   	ปากช่อง   
โป่งตาลอง   	ปากช่อง   
คลองม่วง   	ปากช่อง   
หนองน้ำแดง   	ปากช่อง   
วังไทร   	ปากช่อง   
พญาเย็น   	ปากช่อง   
หนองบุนนาก   	หนองบุญมาก   
สารภี   	หนองบุญมาก   
ไทยเจริญ   	หนองบุญมาก   
หนองหัวแรต   	หนองบุญมาก   
แหลมทอง   	หนองบุญมาก   
หนองตะไก้   	หนองบุญมาก   
ลุงเขว้า   	หนองบุญมาก   
หนองไม้ไผ่   	หนองบุญมาก   
บ้านใหม่   	หนองบุญมาก   
แก้งสนามนาง   	แก้งสนามนาง   
โนนสำราญ   	แก้งสนามนาง   
บึงพะไล   	แก้งสนามนาง   
สีสุก   	แก้งสนามนาง   
บึงสำโรง   	แก้งสนามนาง   
โนนแดง   	โนนแดง   
โนนตาเถร   	โนนแดง   
สำพะเนียง   	โนนแดง   
วังหิน   	โนนแดง   
ดอนยาวใหญ่   	โนนแดง   
วังน้ำเขียว   	วังน้ำเขียว   
วังหมี   	วังน้ำเขียว   
ระเริง   	วังน้ำเขียว   
อุดมทรัพย์   	วังน้ำเขียว   
ไทยสามัคคี   	วังน้ำเขียว   
สำนักตะคร้อ   	เทพารักษ์   
หนองแวง   	เทพารักษ์   
บึงปรือ   	เทพารักษ์   
วังยายทอง   	เทพารักษ์   
เมืองยาง   	เมืองยาง   
กระเบื้องนอก   	เมืองยาง   
ละหานปลาค้าว   	เมืองยาง   
โนนอุดม   	เมืองยาง   
สระพระ   	พระทองคำ   
มาบกราด   	พระทองคำ   
พังเทียม   	พระทองคำ   
ทัพรั้ง   	พระทองคำ   
หนองหอย   	พระทองคำ   
ขุย   	ลำทะเมนชัย   
บ้านยาง   	ลำทะเมนชัย   
ช่องแมว   	ลำทะเมนชัย   
ไพล   	ลำทะเมนชัย   
เมืองพะไล   	บัวลาย   
โนนจาน   	บัวลาย   
บัวลาย   	บัวลาย   
หนองหว้า   	บัวลาย   
สีดา   	สีดา   
โพนทอง   	สีดา   
โนนประดู่   	สีดา   
สามเมือง   	สีดา   
หนองตาดใหญ่   	สีดา   
ช้างทอง   	เฉลิมพระเกียรติ   
ท่าช้าง   	เฉลิมพระเกียรติ   
พระพุทธ   	เฉลิมพระเกียรติ   
หนองงูเหลือม   	เฉลิมพระเกียรติ   
หนองยาง   	เฉลิมพระเกียรติ   
ในเมือง   	เมืองบุรีรัมย์   
อิสาณ   	เมืองบุรีรัมย์   
เสม็ด   	เมืองบุรีรัมย์   
บ้านบัว   	เมืองบุรีรัมย์   
สะแกโพรง   	เมืองบุรีรัมย์   
สวายจีก   	เมืองบุรีรัมย์   
*ห้วยราช   	เมืองบุรีรัมย์   
บ้านยาง   	เมืองบุรีรัมย์   
บ้านด่าน*   	เมืองบุรีรัมย์   
*สามแวง   	เมืองบุรีรัมย์   
ปราสาท*   	เมืองบุรีรัมย์   
พระครู   	เมืองบุรีรัมย์   
ถลุงเหล็ก   	เมืองบุรีรัมย์   
หนองตาด   	เมืองบุรีรัมย์   
โนนขวาง*   	เมืองบุรีรัมย์   
*ตาเสา   	เมืองบุรีรัมย์   
ลุมปุ๊ก   	เมืองบุรีรัมย์   
สองห้อง   	เมืองบุรีรัมย์   
บัวทอง   	เมืองบุรีรัมย์   
ชุมเห็ด   	เมืองบุรีรัมย์   
*สนวน   	เมืองบุรีรัมย์   
หลักเขต   	เมืองบุรีรัมย์   
วังเหนือ*   	เมืองบุรีรัมย์   
*บ้านตะโก   	เมืองบุรีรัมย์   
สะแกซำ   	เมืองบุรีรัมย์   
กลันทา   	เมืองบุรีรัมย์   
กระสัง   	เมืองบุรีรัมย์   
เมืองฝาง   	เมืองบุรีรัมย์   
*ปะเคียบ   	เมืองบุรีรัมย์   
*ห้วยราช   	เมืองบุรีรัมย์   
คูเมือง   	คูเมือง   
ปะเคียบ   	คูเมือง   
บ้านแพ   	คูเมือง   
พรสำราญ   	คูเมือง   
หินเหล็กไฟ   	คูเมือง   
ตูมใหญ่   	คูเมือง   
หนองขมาร   	คูเมือง   
กระสัง	กระสัง
ลำดวน   	กระสัง
สองชั้น   	กระสัง
สูงเนิน   	กระสัง
หนองเต็ง   	กระสัง
เมืองไผ่   	กระสัง
ชุมแสง   	กระสัง
บ้านปรือ   	กระสัง
ห้วยสำราญ   	กระสัง
กันทรารมย์   	กระสัง
ศรีภูมิ   	กระสัง
นางรอง   	นางรอง   
ตาเป๊ก*   	นางรอง   
สะเดา   	นางรอง   
*ชำนิ   	นางรอง   
ชุมแสง   	นางรอง   
หนองโบสถ์   	นางรอง   
*หนองปล่อง   	นางรอง   
หนองกง   	นางรอง   
*ทุ่งจังหัน   	นางรอง   
*เมืองยาง   	นางรอง   
เจริญสุข*   	นางรอง   
*โนนสุวรรณ   	นางรอง   
ถนนหัก   	นางรอง   
หนองไทร   	นางรอง   
ก้านเหลือง   	นางรอง   
บ้านสิงห์   	นางรอง   
ลำไทรโยง   	นางรอง   
ทรัพย์พระยา   	นางรอง   
อีสานเขต*   	นางรอง   
*ดงอีจาน   	นางรอง   
*โกรกแก้ว   	นางรอง   
*ช่อผกา   	นางรอง   
*ละลวด   	นางรอง   
หนองยายพิมพ์   	นางรอง   
หัวถนน   	นางรอง   
ทุ่งแสงทอง   	นางรอง   
หนองโสน   	นางรอง   
*หนองปล่อง   	นางรอง   
*ชำนิ   	นางรอง   
*ดอนอะราง   	นางรอง   
*เมืองไผ่   	นางรอง   
*เย้ยปราสาท   	นางรอง   
*หนองกี่   	นางรอง   
หนองกี่   	หนองกี่   
เย้ยปราสาท   	หนองกี่   
เมืองไผ่   	หนองกี่   
ดอนอะราง   	หนองกี่   
โคกสว่าง   	หนองกี่   
ทุ่งกระตาดพัฒนา   	หนองกี่   
ทุ่งกระเต็น   	หนองกี่   
ท่าโพธิ์ชัย   	หนองกี่   
โคกสูง   	หนองกี่   
บุกระสัง   	หนองกี่   
ละหานทราย   	ละหานทราย   
ถาวร*   	ละหานทราย   
ตาจง   	ละหานทราย   
สำโรงใหม่   	ละหานทราย   
*โนนดินแดง   	ละหานทราย   
ยายแย้มวัฒนา*   	ละหานทราย   
หนองแวง   	ละหานทราย   
*ลำนางรอง   	ละหานทราย   
*ส้มป่อย   	ละหานทราย   
หนองตะครอง   	ละหานทราย   
โคกว่าน   	ละหานทราย   
*ไทยเจริญ   	ละหานทราย   
ประโคนชัย   	ประโคนชัย   
แสลงโทน   	ประโคนชัย   
บ้านไทร   	ประโคนชัย   
*จันดุม   	ประโคนชัย   
ละเวี้ย   	ประโคนชัย   
จรเข้มาก   	ประโคนชัย   
ปังกู   	ประโคนชัย   
โคกย่าง   	ประโคนชัย   
*โคกขมิ้น   	ประโคนชัย   
โคกม้า   	ประโคนชัย   
*ป่าชัน   	ประโคนชัย   
*สะเดา   	ประโคนชัย   
ไพศาล   	ประโคนชัย   
ตะโกตาพิ   	ประโคนชัย   
เขาคอก   	ประโคนชัย   
หนองบอน   	ประโคนชัย   
*สำโรง   	ประโคนชัย   
โคกมะขาม   	ประโคนชัย   
โคกตูม   	ประโคนชัย   
ประทัดบุ   	ประโคนชัย   
สี่เหลี่ยม   	ประโคนชัย   
*ป่าชัน   	ประโคนชัย   
*โคกขมิ้น   	ประโคนชัย   
*จันดุม   	ประโคนชัย   
บ้านกรวด   	บ้านกรวด   
โนนเจริญ   	บ้านกรวด   
หนองไม้งาม   	บ้านกรวด   
ปราสาท   	บ้านกรวด   
สายตะกู   	บ้านกรวด   
หินลาด   	บ้านกรวด   
บึงเจริญ   	บ้านกรวด   
จันทบเพชร   	บ้านกรวด   
เขาดินเหนือ   	บ้านกรวด   
พุทไธสง   	พุทไธสง   
มะเฟือง   	พุทไธสง   
บ้านจาน   	พุทไธสง   
*หนองแวง   	พุทไธสง   
*ทองหลาง   	พุทไธสง   
บ้านเป้า   	พุทไธสง   
บ้านแวง   	พุทไธสง   
*บ้านแดงใหญ่   	พุทไธสง   
บ้านยาง   	พุทไธสง   
หายโศก   	พุทไธสง   
*กู่สวนแตง   	พุทไธสง   
*หนองเยือง   	พุทไธสง   
ลำปลายมาศ   	ลำปลายมาศ   
หนองคู   	ลำปลายมาศ   
แสลงพัน   	ลำปลายมาศ   
ทะเมนชัย   	ลำปลายมาศ   
ตลาดโพธิ์   	ลำปลายมาศ   
หนองกะทิง   	ลำปลายมาศ   
โคกกลาง   	ลำปลายมาศ   
โคกสะอาด   	ลำปลายมาศ   
เมืองแฝก   	ลำปลายมาศ   
บ้านยาง   	ลำปลายมาศ   
ผไทรินทร์   	ลำปลายมาศ   
โคกล่าม   	ลำปลายมาศ   
หินโคน   	ลำปลายมาศ   
หนองบัวโคก   	ลำปลายมาศ   
บุโพธิ์   	ลำปลายมาศ   
หนองโดน   	ลำปลายมาศ   
*ไทยสามัคคี   	ลำปลายมาศ   
*ห้วยหิน   	ลำปลายมาศ   
*สระแก้ว   	ลำปลายมาศ   
สตึก   	สตึก   
นิคม   	สตึก   
ทุ่งวัง   	สตึก   
เมืองแก   	สตึก   
หนองใหญ่   	สตึก   
ร่อนทอง   	สตึก   
แคนดง*   	สตึก   
ดงพลอง*   	สตึก   
ดอนมนต์   	สตึก   
ชุมแสง   	สตึก   
ท่าม่วง   	สตึก   
สะแก   	สตึก   
สระบัว*   	สตึก   
สนามชัย   	สตึก   
กระสัง   	สตึก   
หัวฝาย*   	สตึก   
ปะคำ   	ปะคำ   
ไทยเจริญ   	ปะคำ   
หนองบัว   	ปะคำ   
โคกมะม่วง   	ปะคำ   
หูทำนบ   	ปะคำ   
นาโพธิ์   	นาโพธิ์   
บ้านคู   	นาโพธิ์   
บ้านดู่   	นาโพธิ์   
ดอนกอก   	นาโพธิ์   
ศรีสว่าง   	นาโพธิ์   
สระแก้ว   	หนองหงส์   
ห้วยหิน   	หนองหงส์   
ไทยสามัคคี   	หนองหงส์   
หนองชัยศรี   	หนองหงส์   
เสาเดียว   	หนองหงส์   
เมืองฝ้าย   	หนองหงส์   
สระทอง   	หนองหงส์   
จันดุม   	พลับพลาชัย   
โคกขมิ้น   	พลับพลาชัย   
ป่าชัน   	พลับพลาชัย   
สะเดา   	พลับพลาชัย   
สำโรง   	พลับพลาชัย   
ห้วยราช   	ห้วยราช   
สามแวง   	ห้วยราช   
ตาเสา   	ห้วยราช   
บ้านตะโก   	ห้วยราช   
สนวน   	ห้วยราช   
โคกเหล็ก   	ห้วยราช   
เมืองโพธิ์   	ห้วยราช   
ห้วยราชา   	ห้วยราช   
โนนสุวรรณ   	โนนสุวรรณ   
ทุ่งจังหัน   	โนนสุวรรณ   
โกรกแก้ว   	โนนสุวรรณ   
ดงอีจาน   	โนนสุวรรณ   
ชำนิ   	ชำนิ   
หนองปล่อง   	ชำนิ   
เมืองยาง   	ชำนิ   
ช่อผกา   	ชำนิ   
ละลวด   	ชำนิ   
โคกสนวน   	ชำนิ   
หนองแวง   	บ้านใหม่ไชยพจน์   
ทองหลาง   	บ้านใหม่ไชยพจน์   
แดงใหญ่   	บ้านใหม่ไชยพจน์   
กู่สวนแตง   	บ้านใหม่ไชยพจน์   
หนองเยือง   	บ้านใหม่ไชยพจน์   
โนนดินแดง   	โนนดินแดง   
ส้มป่อย   	โนนดินแดง   
ลำนางรอง   	โนนดินแดง   
บ้านด่าน   	บ้านด่าน   
ปราสาท   	บ้านด่าน   
วังเหนือ   	บ้านด่าน   
โนนขวาง   	บ้านด่าน   
แคนดง   	แคนดง   
ดงพลอง   	แคนดง   
สระบัว   	แคนดง   
หัวฝาย   	แคนดง   
เจริญสุข   	เฉลิมพระเกียรติ   
ตาเป๊ก   	เฉลิมพระเกียรติ   
อีสานเขต   	เฉลิมพระเกียรติ   
ถาวร   	เฉลิมพระเกียรติ   
ยายแย้มวัฒนา   	เฉลิมพระเกียรติ   
ในเมือง   	เมืองสุรินทร์   
ตั้งใจ   	เมืองสุรินทร์   
เพี้ยราม   	เมืองสุรินทร์   
นาดี   	เมืองสุรินทร์   
ท่าสว่าง   	เมืองสุรินทร์   
สลักได   	เมืองสุรินทร์   
ตาอ็อง   	เมืองสุรินทร์   
ตากูก*   	เมืองสุรินทร์   
สำโรง   	เมืองสุรินทร์   
แกใหญ่   	เมืองสุรินทร์   
นอกเมือง   	เมืองสุรินทร์   
คอโค   	เมืองสุรินทร์   
สวาย   	เมืองสุรินทร์   
เฉนียง   	เมืองสุรินทร์   
บึง*   	เมืองสุรินทร์   
เทนมีย์   	เมืองสุรินทร์   
เขวาสินรินทร์*   	เมืองสุรินทร์   
นาบัว   	เมืองสุรินทร์   
เมืองที   	เมืองสุรินทร์   
ราม   	เมืองสุรินทร์   
บุฤาษี   	เมืองสุรินทร์   
ตระแสง   	เมืองสุรินทร์   
บ้านแร่*   	เมืองสุรินทร์   
ปราสาททอง*   	เมืองสุรินทร์   
แสลงพันธ์   	เมืองสุรินทร์   
